reference,k_index,coordinate_fractional,band_index,reference_eigenvalue_ha,qe_eigenvalue_ha,reference_occupation,qe_occupation,reference_group,occupation_classification_matches,raw_difference_ha,raw_difference_ev,global_reference_difference_ha,global_reference_difference_ev
B,3,"[-0.125,-0.0625,0.1875]",12,0.003712145448865285,0.01289829239172965,1.1122712162431496e-36,8.542157031390685e-37,empty,True,-0.009186146942864364,-0.24996779257461976,2.392373776111123e-06,6.509980686651584e-05
B,3,"[-0.125,-0.0625,0.1875]",13,0.0269399101292753,0.03612581539162571,9.089095589305052e-47,6.982042430142787e-47,empty,True,-0.00918590526235041,-0.24996121611280644,2.634054290073795e-06,7.167626868008131e-05
B,3,"[-0.125,-0.0625,0.1875]",14,0.02693996389646074,0.03612589859275385,9.088606907354714e-47,6.981461540501586e-47,empty,True,-0.00918593469629311,-0.24996201705118998,2.604620347373965e-06,7.087533029653416e-05
B,3,"[-0.125,-0.0625,0.1875]",15,0.047153697603563874,0.05633561752725184,1.512809741578563e-55,1.166747652756364e-55,empty,True,-0.009181919923687963,-0.24985276952314156,6.619392952544878e-06,0.00018012285834562326
B,3,"[-0.125,-0.0625,0.1875]",16,0.047153744898658125,0.05633568113880086,1.512738194791218e-55,1.166673436491416e-55,empty,True,-0.009181936240142734,-0.24985321351649448,6.603076497746496e-06,0.0001796788649919394
B,3,"[-0.125,-0.0625,0.1875]",17,0.09932708162513536,0.1085132829220946,3.3202556901517924e-78,2.549792129709694e-78,empty,True,-0.00918620129695924,-0.2499692716248895,2.33801968124725e-06,6.36207565971243e-05
B,3,"[-0.125,-0.0625,0.1875]",18,0.09932712922988597,0.1085133080430926,3.3200976339697173e-78,2.549728077191083e-78,empty,True,-0.00918617881320663,-0.24996865981081295,2.3605034338847197e-06,6.423257067440158e-05
B,3,"[-0.125,-0.0625,0.1875]",19,0.1254630868182931,0.1346437657290279,1.4806373320506545e-89,0.0,empty,True,-0.00918067891073479,-0.2498189998403365,7.860405905724122e-06,0.00021389254115084918
B,3,"[-0.125,-0.0625,0.1875]",20,0.12546311410941005,0.1346437988282378,1.4805969243554315e-89,0.0,empty,True,-0.009180684718827742,-0.24981915788659717,7.854597812717579e-06,0.00021373449488869557
B,3,"[-0.125,-0.0625,0.1875]",21,0.14737674083317095,0.1565641636048398,4.502665433174696e-99,0.0,empty,True,-0.00918742277166884,-0.25000250964500215,1.1165449716465936e-06,3.0382736484483362e-05
B,3,"[-0.125,-0.0625,0.1875]",22,0.14737674642775195,0.1565642101825341,4.502640242718754e-99,0.0,empty,True,-0.00918746375478216,-0.25000362485232824,1.0755618582991566e-06,2.9267529157623436e-05
B,3,"[-0.125,-0.0625,0.1875]",23,0.17155259744007934,0.1807375760546501,1.4257013426713626e-109,0.0,empty,True,-0.009184978614570766,-0.24993600074216055,3.560702069749233e-06,9.689163932681036e-05
B,3,"[-0.125,-0.0625,0.1875]",24,0.17155260460547986,0.1807375853713997,1.4256911269868632e-109,0.0,empty,True,-0.009184980765919837,-0.24993605928335108,3.5585507206503664e-06,9.683309813553115e-05
